,description,edam_topics,help,id,inputs,name,outputs
456,Assign sequences to OTUs (Operational Taxonomic Unit),,    MOTHUR OVERVIEW     Command Documentation    The hcluster  command assign sequences to OTUs  Operational Taxonomy Unit    The assignment is based on a phylip formatted distance matrix  or a  column formatted distance matrix  and name  file   It generates a list   a sabund   Species Abundance   and a rabund   Relative Abundance  file   ,mothur_hcluster,"mothur.pair.dist,mothur.names,mothur.dist,mothur.lower.dist,mothur.square.dist",Hcluster,"mothur.rabund,mothur.sabund,mothur.list"
457,Generate a heatmap for OTUs,,    MOTHUR OVERVIEW      Command Documentation    The heatmap bin  command generates a heat map from data provided in either a list  or a shared  file    ,mothur_heatmap_bin,"mothur.list,mothur.rabund,mothur.sabund,mothur.shared,mothur.relabund",Heatmap.bin,
458,Generate a heatmap for pariwise similarity,,    MOTHUR OVERVIEW     Command Documentation    The heatmap sim  command generates a heat map from data provided in either a shared  file  a phylip  distance matrix  or a column  distance matrix and a name  file   For calc parameter choices see   mothur,mothur_heatmap_sim,"mothur.shared,mothur.pair.dist,mothur.names,mothur.dist,mothur.lower.dist,mothur.square.dist,mothur.count_table",Heatmap.sim,svg
459,Homogeneity of molecular variance,,    MOTHUR OVERVIEW     Command Documentation    The homova  command calculates the homogeneity of molecular variance  HOMOVA  from a phylip distance matrix   a nonparametric analog of Bartlett s test for homo  geneity of variance  which has been used in population genetics to test the hypothesis that the genetic diversity within two or more populations is homogeneous   A design file partitions a list of names into groups   It is a tab delimited file with 2 columns  name and group  e g,mothur_homova,"mothur.dist,mothur.lower.dist,mothur.square.dist,mothur.design",Homova,tabular
460,"Identify indicator ""species"" for nodes on a tree",,    MOTHUR OVERVIEW     Command Documentation    The indicator  command reads a shared  or relabund  file and a tree file  and outputs a  indicator summary file and when a tree file is given a  indicator,mothur_indicator,"mothur.shared,mothur.relabund,mothur.tre,mothur.design",Indicator,"mothur.tre,tabular"
461,description,,  MOTHUR OVERVIEW      Command Documentation         lefse   mothur,mothur_lefse,"mothur.shared,mothur.design",Lefse,tabular
462,Cramer-von Mises tests communities for the same structure,,    MOTHUR OVERVIEW      Command Documentation    The libshuff  method is a generic test that describes whether two or more communities have the same structure using the Cramer von Mises test statistic  The significance of the test statistic indicates the probability that the communities have the same structure by chance  Because each pairwise comparison requires two significance tests  a correction for multiple comparisons  e g,mothur_libshuff,"mothur.lower.dist,mothur.square.dist,mothur.groups",Libshuff,tabular
463,Lists otu labels from shared or relabund file,,    MOTHUR OVERVIEW     Command Documentation    The list otulabels  command lists otu labels from shared  or relabund  file  This list can be used especially with subsampled datasets when used with output from classify otu   otu,mothur_list_otulabels,"mothur.shared,mothur.relabund,mothur.list",List.otulabels,
464,Lists the names (accnos) of the sequences,,    MOTHUR OVERVIEW     Command Documentation    The list seqs  command writes out the names of the sequences found within a fasta  name   group   list   align report  or taxonomy  file   ,mothur_list_seqs,"fasta,fastq,mothur.names,mothur.groups,mothur.align.report,mothur.list,mothur.seq.taxonomy,mothur.count_table",List.seqs,mothur.accnos
465,Make biom files from a shared file,,    MOTHUR OVERVIEW     Command Documentation    The make biom command converts a shared  shared file to biom  files  The output can be filtered by groups and labels    ,mothur_make_biom,"mothur.shared,mothur.cons.taxonomy,tabular,mothur.ref.taxonomy",Make.biom,
466,Aligns paired forward and reverse fastq files to contigs as fasta and quality,,    MOTHUR OVERVIEW     Command Documentation    The make contigs  command reads a forward fastq file and a reverse fastq file and outputs new fasta and quality files    ,mothur_make_contigs,"fastq,mothur.oligos",Make.contigs,"fasta,qual,txt,mothur.groups"
467,Assign groups to Sets,,    MOTHUR OVERVIEW     Command Documentation    Make Design creates a design file for use in mothur commands  merge groups   indicator   and metastats   A design file looks like the group file  It is a 2 column tab delimited file  where the first column is the group name and the second column is the set the group belongs to,mothur_make_design,"mothur.shared,mothur.groups",Make Design,mothur.design
468,Convert fasta and quality to fastq,,            MOTHUR OVERVIEW     Command Documentation    The fastq info  command reads a fasta file and quality file and creates a fastq     ,mothur_make_fastq,"fasta,qual454,qualillumina,qualsolid,qual",Make.fastq,fasta
469,Make a group file,,    MOTHUR OVERVIEW     Command Documentation    The make group  command reads a fasta file or series of fasta files and creates a group  file    ,mothur_make_group,fasta,Make.group,mothur.groups
470,create a lefse formatted input file from mothur's output files,,    MOTHUR OVERVIEW     Command Documentation    The make lefse  allows you to create a lefse formatted input file from mothur s output files    ,mothur_make_lefse,"mothur.shared,mothur.relabund,mothur.cons.taxonomy,tabular",Make.lefse,tabular
471,allows you to create custom lookup files for use with shhh.flows,,    MOTHUR OVERVIEW     Command Documentation    The make lookup  allows you to create custom lookup files for use with shhh flows   ,mothur_make_lookup,"fasta,mothur.sff.flow,tabular",Make.lookup,txt
472,Make a shared file from a list and a group,,    MOTHUR OVERVIEW     Command Documentation    The make shared  command takes a list  and a group  file and outputs a shared  file  as well as a rabund  file for each group     ,mothur_make_shared,"mothur.list,mothur.groups,mothur.count_table,biom1",Make.shared,"mothur.shared,mothur.groups"
473,creates the necessary files for a NCBI submission,,    MOTHUR OVERVIEW     Command Documentation    The make sra  creates the necessary files for a NCBI submission    ,mothur_make_sra,"tabular,sff,mothur.oligos,txt,fastq",Make.sra,"fasta,qual,mothur.sff.flow,sff,xml"
474,Mantel correlation coefficient between two matrices.,,    MOTHUR OVERVIEW     Command Documentation    The mantel  command calculates the Mantel correlation coefficient between two matrices        matrices    www,mothur_mantel,"mothur.dist,mothur.lower.dist,mothur.square.dist",Mantel,tabular
475,Merge data,,  MOTHUR OVERVIEW     Command Documentation    The merge files  command merge inputs into a single output    ,mothur_merge_files,"fasta,qual,mothur.groups,mothur.names,mothur.accnos",Merge.files,
476,Merge groups in a shared file,,    MOTHUR OVERVIEW     Command Documentation    The merge groups  command reads a shared  file and a design file and merges the groups in the shared file that are in the same grouping in the design file   A design file partitions a list of names into groups   It is a tab delimited file with 2 columns  name and group  e,mothur_merge_groups,"mothur.shared,mothur.groups,tabular",Merge.groups,"mothur.shared,mothur.groups"
477,Merge SFF files,,    MOTHUR OVERVIEW       Mothur   mothur,mothur_merge_sfffiles,sff,Merge.sfffiles,sff
478,Merge tax.summary files,,    MOTHUR OVERVIEW       Mothur   mothur,mothur_merge_taxsummary,mothur.tax.summary,Merge.taxsummary,mothur.tax.summary
479,generate principle components plot data,,    MOTHUR OVERVIEW     Command Documentation    The metastats  command generate principle components plot data       metastats  ,mothur_metastats,"mothur.shared,mothur.design",Metastats,
480,Reads bioSample Attributes xml and generates source for get.mimarkspackage command,,    MOTHUR OVERVIEW     Command Documentation    The mimarks attributes  Reads bioSample Attributes xml and generates source for make sra command        ,mothur_mimarks_attributes,xml,Get.mimarkspackage,txt
481,generate non-metric multidimensional scaling data,,    MOTHUR OVERVIEW       Mothur   mothur,mothur_nmds,"mothur.dist,mothur.lower.dist,mothur.square.dist,mothur.axes",Nmds,"mothur.axes,tabular"
482,Normalize the number of sequences per group to a specified level,,    MOTHUR OVERVIEW     Command Documentation    The normalize shared  command normalizes the number of sequences per group to a specified level   The input is a shared  or relabund  file   ,mothur_normalize_shared,"mothur.shared,mothur.relabund",Normalize.shared,
483,Calculate the correlation coefficient for the otus,,    MOTHUR OVERVIEW     Command Documentation    The otu association  command calculates the correlation coefficient for the otus in a shared  or relabund  file    ,mothur_otu_association,"mothur.shared,mothur.relabund,tabular",Otu.association,
